Gender,Future Setting,Future Place,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Strand
Male,City,Stay in one place,Time Management,Analytical Ability,Verbal Communication,Creative Thinking,Decision Making,HUMSS
Male,Suburban Area,Move Often,Leadership,Numeracy,Time Management,Written Communication,Commercial Awareness,STEM
Male,City,Stay in one place,Numeracy,Leadership,Numeracy,Numeracy,Leadership,STEM
Female,Suburban Area,Move Often,Commercial Awareness,Analytical Ability,Time Management,Leadership,Negotiating,TVL
Male,City,Stay in one place,Verbal Communication,Creative Thinking,Verbal Communication,Flexibility,Analytical Ability,ABM
Female,Flexible,Work from anywhere,Decision Making,Numeracy,Creative Thinking,Self motivation,Commercial Awareness,GAS
Male,Abroad,Flexibility,Negotiating,Numeracy,Leadership,Numeracy,Numeracy,GAS
Male,Suburban Area,Move Often,Negotiating,Commercial Awareness,Analytical Ability,Creative Thinking,Self motivation,GAS
Female,Suburban Area,Move Often,Creative Thinking,Problem Solving,Verbal Communication,Written Communication,Leadership,GAS
Female,City,Stay in one place,Self motivation,Self motivation,Analytical Ability,Time Management,Numeracy,TVL
Female,Abroad,Stay in one place,Problem Solving,Leadership,Time Management,Written Communication,Problem Solving,ABM
Female,Suburban Area,Stay in one place,Problem Solving,Commercial Awareness,Written Communication,Written Communication,Team Work,HUMSS
Male,Rural Area,Work from anywhere,Analytical Ability,Time Management,Analytical Ability,Self motivation,Numeracy,HUMSS
Female,Rural Area,Work from anywhere,Flexibility,Self motivation,Self motivation,Flexibility,Decision Making,STEM
Female,Abroad,Flexibility,Numeracy,Decision Making,Analytical Ability,Verbal Communication,Commercial Awareness,ABM
Male,City,Work from anywhere,Written Communication,Time Management,Numeracy,Team Work,Self motivation,STEM
Male,Suburban Area,Move Often,Self motivation,Analytical Ability,Leadership,Flexibility,Written Communication,ABM
Female,Flexible,Flexibility,Negotiating,Time Management,Decision Making,Time Management,Verbal Communication,TVL
Male,Flexible,Work from anywhere,Written Communication,Problem Solving,Analytical Ability,Flexibility,Time Management,HUMSS
Female,City,Work from anywhere,Commercial Awareness,Verbal Communication,Self motivation,Numeracy,Written Communication,HUMSS
Female,Rural Area,Stay in one place,Analytical Ability,Commercial Awareness,Written Communication,Creative Thinking,Verbal Communication,GAS
Female,Abroad,Stay in one place,Commercial Awareness,Creative Thinking,Decision Making,Flexibility,Numeracy,ABM
Male,Abroad,Move Often,Flexibility,Written Communication,Flexibility,Numeracy,Problem Solving,GAS
Male,Abroad,Move Often,Verbal Communication,Decision Making,Analytical Ability,Verbal Communication,Leadership,ABM
Female,Flexible,Flexibility,Decision Making,Commercial Awareness,Written Communication,Problem Solving,Time Management,TVL
Female,Abroad,Stay in one place,Problem Solving,Decision Making,Time Management,Self motivation,Leadership,HUMSS
Female,Abroad,Stay in one place,Flexibility,Creative Thinking,Self motivation,Time Management,Problem Solving,GAS
Male,Rural Area,Flexibility,Team Work,Creative Thinking,Commercial Awareness,Verbal Communication,Leadership,ABM
Female,Suburban Area,Move Often,Numeracy,Negotiating,Time Management,Decision Making,Decision Making,GAS
Female,City,Stay in one place,Decision Making,Written Communication,Creative Thinking,Creative Thinking,Numeracy,STEM
Male,Abroad,Flexibility,Verbal Communication,Decision Making,Leadership,Time Management,Self motivation,GAS
Female,Rural Area,Flexibility,Creative Thinking,Self motivation,Time Management,Analytical Ability,Leadership,ABM
Female,Flexible,Move Often,Verbal Communication,Commercial Awareness,Team Work,Verbal Communication,Numeracy,HUMSS
Male,Abroad,Work from anywhere,Self motivation,Numeracy,Time Management,Leadership,Decision Making,GAS
Male,Abroad,Stay in one place,Problem Solving,Team Work,Self motivation,Problem Solving,Verbal Communication,HUMSS
Female,City,Flexibility,Self motivation,Problem Solving,Commercial Awareness,Negotiating,Commercial Awareness,ABM
Female,Abroad,Flexibility,Time Management,Verbal Communication,Flexibility,Analytical Ability,Numeracy,HUMSS
Male,Suburban Area,Move Often,Numeracy,Time Management,Numeracy,Commercial Awareness,Analytical Ability,ABM
Male,Suburban Area,Stay in one place,Commercial Awareness,Problem Solving,Creative Thinking,Verbal Communication,Self motivation,GAS
Male,Flexible,Work from anywhere,Problem Solving,Flexibility,Numeracy,Written Communication,Analytical Ability,STEM
Male,Suburban Area,Work from anywhere,Leadership,Team Work,Problem Solving,Time Management,Team Work,HUMSS
Female,City,Stay in one place,Time Management,Team Work,Commercial Awareness,Verbal Communication,Written Communication,HUMSS
Male,City,Work from anywhere,Decision Making,Commercial Awareness,Leadership,Analytical Ability,Creative Thinking,STEM
Male,Rural Area,Move Often,Decision Making,Team Work,Verbal Communication,Numeracy,Verbal Communication,ABM
Female,Rural Area,Work from anywhere,Commercial Awareness,Leadership,Verbal Communication,Creative Thinking,Verbal Communication,TVL
Female,City,Stay in one place,Self motivation,Leadership,Flexibility,Written Communication,Commercial Awareness,STEM
Female,Abroad,Stay in one place,Decision Making,Written Communication,Decision Making,Written Communication,Self motivation,GAS
Male,Suburban Area,Work from anywhere,Commercial Awareness,Flexibility,Time Management,Time Management,Numeracy,ABM
Male,Flexible,Work from anywhere,Written Communication,Verbal Communication,Analytical Ability,Flexibility,Problem Solving,GAS
Male,Suburban Area,Flexibility,Commercial Awareness,Creative Thinking,Leadership,Time Management,Self motivation,ABM
Female,Rural Area,Move Often,Negotiating,Negotiating,Analytical Ability,Verbal Communication,Leadership,STEM
Female,Flexible,Work from anywhere,Problem Solving,Commercial Awareness,Team Work,Self motivation,Self motivation,ABM
Male,Abroad,Stay in one place,Analytical Ability,Analytical Ability,Numeracy,Leadership,Written Communication,ABM
Male,City,Stay in one place,Numeracy,Commercial Awareness,Self motivation,Self motivation,Creative Thinking,TVL
Female,City,Move Often,Written Communication,Problem Solving,Numeracy,Leadership,Time Management,GAS
Female,Rural Area,Flexibility,Analytical Ability,Commercial Awareness,Analytical Ability,Numeracy,Written Communication,TVL
Male,Abroad,Flexibility,Self motivation,Negotiating,Creative Thinking,Creative Thinking,Flexibility,STEM
Male,Rural Area,Flexibility,Numeracy,Flexibility,Numeracy,Written Communication,Flexibility,HUMSS
Female,City,Flexibility,Flexibility,Decision Making,Creative Thinking,Time Management,Self motivation,GAS
Male,Suburban Area,Work from anywhere,Creative Thinking,Decision Making,Written Communication,Commercial Awareness,Self motivation,ABM
Female,Suburban Area,Work from anywhere,Analytical Ability,Team Work,Negotiating,Analytical Ability,Negotiating,GAS
Male,City,Flexibility,Problem Solving,Decision Making,Flexibility,Problem Solving,Commercial Awareness,GAS
Male,Abroad,Work from anywhere,Commercial Awareness,Creative Thinking,Commercial Awareness,Team Work,Creative Thinking,ABM
Female,Flexible,Move Often,Team Work,Creative Thinking,Time Management,Decision Making,Creative Thinking,STEM
Male,Flexible,Move Often,Self motivation,Team Work,Numeracy,Self motivation,Time Management,ABM
Male,Rural Area,Move Often,Creative Thinking,Time Management,Problem Solving,Numeracy,Flexibility,STEM
Female,Flexible,Work from anywhere,Written Communication,Commercial Awareness,Problem Solving,Decision Making,Creative Thinking,GAS
Male,Suburban Area,Stay in one place,Negotiating,Problem Solving,Problem Solving,Flexibility,Commercial Awareness,STEM
Female,Flexible,Work from anywhere,Verbal Communication,Flexibility,Leadership,Commercial Awareness,Numeracy,GAS
Male,Abroad,Work from anywhere,Creative Thinking,Leadership,Negotiating,Self motivation,Written Communication,TVL
Female,City,Stay in one place,Negotiating,Flexibility,Verbal Communication,Verbal Communication,Flexibility,GAS
Male,Rural Area,Stay in one place,Decision Making,Time Management,Written Communication,Verbal Communication,Decision Making,STEM
Female,Rural Area,Flexibility,Negotiating,Time Management,Verbal Communication,Creative Thinking,Decision Making,GAS
Female,City,Stay in one place,Negotiating,Decision Making,Commercial Awareness,Written Communication,Numeracy,ABM
Male,City,Flexibility,Flexibility,Negotiating,Commercial Awareness,Problem Solving,Time Management,STEM
Female,Flexible,Work from anywhere,Negotiating,Written Communication,Creative Thinking,Analytical Ability,Analytical Ability,STEM
Male,City,Stay in one place,Self motivation,Problem Solving,Verbal Communication,Decision Making,Leadership,STEM
Female,Abroad,Move Often,Written Communication,Team Work,Self motivation,Creative Thinking,Written Communication,HUMSS
Female,Suburban Area,Move Often,Decision Making,Numeracy,Written Communication,Leadership,Flexibility,STEM
Female,Suburban Area,Flexibility,Self motivation,Negotiating,Flexibility,Commercial Awareness,Self motivation,GAS
Female,Flexible,Flexibility,Decision Making,Self motivation,Problem Solving,Team Work,Numeracy,ABM
Female,City,Move Often,Negotiating,Analytical Ability,Numeracy,Leadership,Commercial Awareness,ABM
Female,Abroad,Work from anywhere,Team Work,Verbal Communication,Flexibility,Team Work,Leadership,GAS
Female,City,Move Often,Numeracy,Problem Solving,Verbal Communication,Numeracy,Commercial Awareness,GAS
Female,Rural Area,Work from anywhere,Problem Solving,Numeracy,Flexibility,Numeracy,Problem Solving,GAS
Female,Suburban Area,Move Often,Creative Thinking,Commercial Awareness,Written Communication,Verbal Communication,Self motivation,HUMSS
Male,Suburban Area,Move Often,Leadership,Problem Solving,Team Work,Negotiating,Flexibility,ABM
Female,Rural Area,Flexibility,Negotiating,Negotiating,Analytical Ability,Decision Making,Time Management,HUMSS
Male,Flexible,Work from anywhere,Creative Thinking,Commercial Awareness,Negotiating,Decision Making,Self motivation,GAS
Female,City,Flexibility,Commercial Awareness,Numeracy,Creative Thinking,Time Management,Flexibility,GAS
Female,City,Move Often,Decision Making,Team Work,Written Communication,Creative Thinking,Flexibility,GAS
Male,Suburban Area,Flexibility,Leadership,Analytical Ability,Creative Thinking,Commercial Awareness,Creative Thinking,HUMSS
Female,Suburban Area,Flexibility,Decision Making,Verbal Communication,Problem Solving,Decision Making,Analytical Ability,ABM
Female,Abroad,Work from anywhere,Creative Thinking,Analytical Ability,Commercial Awareness,Problem Solving,Leadership,GAS
Male,Abroad,Stay in one place,Leadership,Self motivation,Flexibility,Decision Making,Problem Solving,HUMSS
Female,Abroad,Stay in one place,Negotiating,Written Communication,Decision Making,Leadership,Analytical Ability,HUMSS
Female,Suburban Area,Move Often,Decision Making,Written Communication,Self motivation,Decision Making,Flexibility,HUMSS
Female,City,Move Often,Problem Solving,Written Communication,Written Communication,Problem Solving,Problem Solving,HUMSS
Female,Suburban Area,Stay in one place,Verbal Communication,Team Work,Flexibility,Verbal Communication,Flexibility,TVL
Female,Suburban Area,Stay in one place,Written Communication,Team Work,Numeracy,Decision Making,Verbal Communication,GAS
Female,Flexible,Stay in one place,Verbal Communication,Creative Thinking,Decision Making,Flexibility,Numeracy,TVL
Female,Rural Area,Flexibility,Analytical Ability,Commercial Awareness,Flexibility,Creative Thinking,Problem Solving,STEM
Male,Abroad,Stay in one place,Commercial Awareness,Time Management,Decision Making,Team Work,Numeracy,HUMSS
Female,Suburban Area,Flexibility,Leadership,Analytical Ability,Commercial Awareness,Flexibility,Analytical Ability,HUMSS
Female,Rural Area,Move Often,Self motivation,Verbal Communication,Flexibility,Analytical Ability,Leadership,STEM
Male,Abroad,Move Often,Team Work,Team Work,Creative Thinking,Numeracy,Numeracy,ABM
Male,Suburban Area,Flexibility,Written Communication,Written Communication,Commercial Awareness,Analytical Ability,Leadership,TVL
Male,City,Stay in one place,Negotiating,Commercial Awareness,Flexibility,Problem Solving,Leadership,GAS
Female,City,Move Often,Decision Making,Decision Making,Decision Making,Negotiating,Self motivation,ABM
Female,City,Stay in one place,Problem Solving,Negotiating,Negotiating,Problem Solving,Problem Solving,HUMSS
Female,City,Stay in one place,Decision Making,Creative Thinking,Verbal Communication,Written Communication,Commercial Awareness,ABM
Female,City,Work from anywhere,Verbal Communication,Flexibility,Analytical Ability,Written Communication,Time Management,HUMSS
Male,Suburban Area,Stay in one place,Team Work,Time Management,Written Communication,Numeracy,Analytical Ability,STEM
Female,Flexible,Work from anywhere,Leadership,Creative Thinking,Time Management,Problem Solving,Written Communication,GAS
Female,City,Move Often,Self motivation,Written Communication,Team Work,Commercial Awareness,Time Management,STEM
Male,Flexible,Work from anywhere,Creative Thinking,Commercial Awareness,Time Management,Commercial Awareness,Decision Making,ABM
Male,Rural Area,Stay in one place,Time Management,Written Communication,Numeracy,Analytical Ability,Flexibility,TVL
Male,Abroad,Work from anywhere,Time Management,Decision Making,Analytical Ability,Analytical Ability,Leadership,GAS
Female,Flexible,Move Often,Negotiating,Creative Thinking,Time Management,Team Work,Team Work,HUMSS
Male,Rural Area,Move Often,Numeracy,Problem Solving,Analytical Ability,Decision Making,Time Management,TVL
Male,Rural Area,Work from anywhere,Analytical Ability,Team Work,Leadership,Numeracy,Negotiating,GAS
Male,Suburban Area,Stay in one place,Flexibility,Team Work,Self motivation,Analytical Ability,Flexibility,HUMSS
Female,Suburban Area,Flexibility,Leadership,Commercial Awareness,Flexibility,Decision Making,Written Communication,STEM
