Age,Gender,Grade,Future Setting,Future Place,Work Type,Work Environment,Immediate Goals,Highly Skilled,Skilled,Moderately Skilled,Unskilled
14,Male,9,Suburban Area,Move often ,Hands-on work,Outdoors ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
17,Male,10,Suburban Area,Work from anywhere,Creative work,Collaborative ,Finish schooling,Numeracy,"Written Communication, Teamwork, Reactive Ability, Leadership","Verbal Communication, Analytical Ability","Problem Solving, Creative Thinking, Decision Making"
16,Female,10,City,Stay in one place,Helping people,Office setting,Finish schooling,"Written Communication, Verbal Communication","Problem Solving, Analytical Ability, Reactive Ability, Decision Making","Teamwork, Numeracy, Leadership",Creative Thinking
17,Male,10,Rural Area,Work from anywhere,Creative work,Location Independent Work,Finish schooling,"Written Communication, Teamwork, Creative Thinking","Verbal Communication, Analytical Ability, Leadership","Problem Solving, Reactive Ability, Numeracy, Decision Making",Teamwork
14,Female,9,Rural Area,Move often ,Hands-on work,Outdoors ,Explore different careers,"Problem Solving, Analytical Ability, Creative Thinking","Verbal Communication, Teamwork, Reactive Ability, Numeracy, Leadership","Written Communication, Decision Making",Teamwork
17,Female,10,City,Stay in one place,Helping people,Office setting,Finish schooling,Written Communication,"Verbal Communication, Reactive Ability, Creative Thinking","Problem Solving, Analytical Ability, Numeracy, Leadership","Teamwork, Decision Making"
14,Female,9,Flexible ,Work from anywhere,Organizing and managing ,Independent ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
16,Male,10,Flexible ,Move often ,Working with technology,Collaborative ,Finish schooling,"Teamwork, Creative Thinking","Verbal Communication, Problem Solving, Reactive Ability, Numeracy, Leadership, Decision Making","Written Communication, Analytical Ability",Teamwork
17,Male,10,Flexible ,Work from anywhere,Creative work,Collaborative ,Explore different careers,"Written Communication, Analytical Ability, Creative Thinking","Verbal Communication, Teamwork, Numeracy","Problem Solving, Reactive Ability, Leadership",Decision Making
16,Male,10,Rural Area,Move often ,Hands-on work,Outdoors ,Finish schooling,Teamwork,"Written Communication, Problem Solving, Reactive Ability, Numeracy, Leadership","Analytical Ability, Creative Thinking, Decision Making",Verbal Communication
14,Male,9,Rural Area,Move often ,Helping people,Office setting,Explore different careers,"Written Communication, Numeracy","Teamwork, Creative Thinking","Verbal Communication, Analytical Ability, Leadership","Problem Solving, Reactive Ability, Decision Making"
15,Male,9,Rural Area,Move often ,Hands-on work,Location Independent Work,Finish schooling,"Reactive Ability, Numeracy","Written Communication, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Creative Thinking, Leadership",Teamwork
14,Female,9,Rural Area,Move often ,Creative work,Outdoors ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy, Leadership","Written Communication, Teamwork","Creative Thinking, Decision Making"
15,Male,9,Rural Area,Move often ,Creative work,Location Independent Work,Finish schooling,"Problem Solving, Reactive Ability","Teamwork, Creative Thinking, Numeracy, Leadership, Decision Making","Verbal Communication, Analytical Ability",Written Communication
16,Male,10,Rural Area,Move often ,Hands-on work,Collaborative ,Explore different careers,Decision Making,"Written Communication, Verbal Communication, Teamwork, Reactive Ability, Numeracy, Leadership","Problem Solving, Analytical Ability, Creative Thinking",Teamwork
14,Female,9,Rural Area,Stay in one place,Helping people,Office setting,Learn a new skill,"Written Communication, Verbal Communication, Teamwork, Analytical Ability, Reactive Ability","Problem Solving, Creative Thinking, Numeracy, Decision Making",Leadership,Teamwork
15,Male,9,City,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Decision Making","Written Communication, Numeracy","Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership",Teamwork
16,Male,10,City,Work from anywhere,Helping people,Office setting,Finish schooling,"Teamwork, Analytical Ability, Leadership, Decision Making","Verbal Communication, Problem Solving, Reactive Ability, Creative Thinking","Written Communication, Numeracy",Teamwork
14,Female,9,Suburban Area,Work from anywhere,Working with technology,Outdoors ,Improve my grades,"Verbal Communication, Creative Thinking, Leadership","Written Communication, Problem Solving, Teamwork, Reactive Ability, Numeracy, Decision Making",Analytical Ability,Teamwork
15,Female,10,Rural Area,Work from anywhere,Organizing and managing ,Outdoors ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
14,Female,9,Flexible ,Move often ,Creative work,Location Independent Work,Finish schooling,"Verbal Communication, Analytical Ability","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making",Numeracy,Teamwork
15,Female,10,Rural Area,Move often ,Creative work,Collaborative ,Finish schooling,Reactive Ability,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Numeracy, Leadership, Decision Making",Creative Thinking,Teamwork
15,Female,10,City,Move often ,Helping people,Location Independent Work,Finish schooling,Verbal Communication,"Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Analytical Ability, Numeracy",Teamwork
15,Female,10,Abroad ,Work from anywhere,Creative work,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
15,Female,10,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Verbal Communication, Analytical Ability, Numeracy",Teamwork
15,Female,9,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Verbal Communication, Analytical Ability, Numeracy",Teamwork
15,Male,9,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Verbal Communication, Problem Solving, Analytical Ability, Creative Thinking","Written Communication, Teamwork, Reactive Ability, Leadership, Decision Making",Numeracy,Teamwork
16,Male,10,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Verbal Communication, Problem Solving, Analytical Ability, Creative Thinking","Written Communication, Teamwork, Reactive Ability, Leadership, Decision Making",Numeracy,Teamwork
14,Male,9,Flexible ,Move often ,Working with technology,Collaborative ,Finish schooling,"Teamwork, Creative Thinking","Verbal Communication, Problem Solving, Reactive Ability, Numeracy, Leadership, Decision Making","Written Communication, Analytical Ability",Teamwork
17,Male,10,Flexible ,Work from anywhere,Creative work,Collaborative ,Explore different careers,"Written Communication, Analytical Ability, Creative Thinking","Verbal Communication, Teamwork, Numeracy","Problem Solving, Reactive Ability, Leadership",Decision Making
15,Male,9,Rural Area,Move often ,Hands-on work,Outdoors ,Finish schooling,Teamwork,"Written Communication, Problem Solving, Reactive Ability, Numeracy, Leadership","Analytical Ability, Creative Thinking, Decision Making",Verbal Communication
14,Male,9,Rural Area,Move often ,Helping people,Office setting,Explore different careers,"Written Communication, Numeracy","Teamwork, Creative Thinking","Verbal Communication, Analytical Ability, Leadership","Problem Solving, Reactive Ability, Decision Making"
16,Male,10,Rural Area,Move often ,Hands-on work,Location Independent Work,Finish schooling,"Reactive Ability, Numeracy","Written Communication, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Creative Thinking, Leadership",Teamwork
15,Female,9,Rural Area,Move often ,Creative work,Outdoors ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy, Leadership","Written Communication, Teamwork","Creative Thinking, Decision Making"
15,Male,9,Rural Area,Move often ,Creative work,Location Independent Work,Finish schooling,"Problem Solving, Reactive Ability","Teamwork, Creative Thinking, Numeracy, Leadership, Decision Making","Verbal Communication, Analytical Ability",Written Communication
17,Male,10,Rural Area,Move often ,Hands-on work,Collaborative ,Explore different careers,Decision Making,"Written Communication, Verbal Communication, Teamwork, Reactive Ability, Numeracy, Leadership","Problem Solving, Analytical Ability, Creative Thinking",Teamwork
16,Female,10,Rural Area,Stay in one place,Helping people,Office setting,Learn a new skill,"Written Communication, Verbal Communication, Teamwork, Analytical Ability, Reactive Ability","Problem Solving, Creative Thinking, Numeracy, Decision Making",Leadership,Teamwork
15,Male,9,City,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Decision Making","Written Communication, Numeracy","Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership",Teamwork
16,Male,10,City,Work from anywhere,Helping people,Office setting,Finish schooling,"Teamwork, Analytical Ability, Leadership, Decision Making","Verbal Communication, Problem Solving, Reactive Ability, Creative Thinking","Written Communication, Numeracy",Teamwork
14,Female,9,Suburban Area,Work from anywhere,Working with technology,Outdoors ,Improve my grades,"Verbal Communication, Creative Thinking, Leadership","Written Communication, Problem Solving, Teamwork, Reactive Ability, Numeracy, Decision Making",Analytical Ability,Teamwork
15,Female,10,Rural Area,Work from anywhere,Organizing and managing ,Outdoors ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
